Listing URL,Thumbnail URL,Broker Logo URL,Address,Headline,Location,Price,Cap Rate,Building Category,Square Footage
https://www.loopnet.com/Listing/60-Paloma-Ave-Pacifica-CA/38229562/,https://images1.loopnet.com/i2/8RT5BlyyE-EMXMgxqHClkZgEEPvCv1uhVe1A1yfmKJA/115/multifamily-property-for-sale-60-paloma-ave-pacifica-ca-94044.jpg,https://images1.loopnet.com/i2/QJIjx1zh5DIup3ZZZQVi9_wgzi4cXJmlyDZkaK65QaA/105/image.jpg,60 Paloma Ave,,"Pacifica, CA 94044","$2,400,000",,5 Unit Apartment Building,"4,120 SF"
https://www.loopnet.com/Listing/2226-2230-Sutterville-Rd-Sacramento-CA/38225920/,https://images1.loopnet.com/i2/rW3zi5BWLfRpUzXRmrGEqrmfcME8zSoiCJ6Z5RwVQaQ/115/multifamily-property-for-sale-2226-2230-sutterville-rd-sacramento-ca-95822.jpg,https://images1.loopnet.com/i2/OO2Tj8OK2k-o4CBc-FMXRul_mchp9FJ3WL9T7P7_enw/105/image.jpg,2226-2230 Sutterville Rd,Sutterville Apartments,"Sacramento, CA 95822","$2,400,000",5.63% Cap Rate,15 Unit Apartment Building,
https://www.loopnet.com/Listing/511-W-Center-St-Manteca-CA/38220845/,https://images1.loopnet.com/i2/QNx-cnPTJsoLgt-pGP8nSOlBx4ZDbiFZm5G3vv87bY8/115/multifamily-property-for-sale-511-w-center-st-manteca-ca-95336.jpg,https://images1.loopnet.com/i2/QJIjx1zh5DIup3ZZZQVi9_wgzi4cXJmlyDZkaK65QaA/105/image.jpg,511 W Center St,Rare Manteca Fourplex,"Manteca, CA 95336","$799,000",4.08% Cap Rate,4 Unit Apartment Building,
https://www.loopnet.com/Listing/944-Fletcher-Ln-Hayward-CA/38220678/,https://images1.loopnet.com/i2/Uo0qoLEcIDDfJRiF8jO_gRdwrVAxe4aGAoASrVc1aH8/115/multifamily-property-for-sale-944-fletcher-ln-hayward-ca-94541.jpg,https://images1.loopnet.com/i2/QqcUsVDwj0AsUUMua9eIbDjDtd2VRgiga4DU0qD2lMc/105/image.jpg,944 Fletcher Ln,18 Unit in Hayward’s Foothill Neighborhood,"Hayward, CA 94541","$4,500,000",5.74% Cap Rate,18 Unit Apartment Building,
https://www.loopnet.com/Listing/309-63rd-St-Oakland-CA/38205934/,https://images1.loopnet.com/i2/QOKCglBW_uzM_q5wsNfYFUkKDxhq3eyfCvHD1QCcoaw/115/multifamily-property-for-sale-309-63rd-st-oakland-ca-94618.jpg,https://images1.loopnet.com/i2/sxmaY7NIedTPvNPQelP4Hd4ipPIm-ptFNRFF1C9u1oU/105/image.jpg,309 63rd St,,"Oakland, CA 94618","$1,295,000",7.44% Cap Rate,4 Unit Apartment Building,
https://www.loopnet.com/Listing/1014-1st-St-W-Sonoma-CA/38199624/,https://images1.loopnet.com/i2/_5mawHk1bzLhcLFsboTP9u1LcB2X1gzoGXAkUYbmc0s/115/multifamily-property-for-sale-1014-1st-st-w-sonoma-ca-95476.jpg,https://images1.loopnet.com/i2/5yTbgcLhsnnByY_OAAn2DygZwQLNGN3vPLx_ln2g3A8/105/image.jpg,1014 1st St W,,"Sonoma, CA 95476","$1,400,000",,3 Unit Apartment Building,"2,750 SF"
https://www.loopnet.com/Listing/1728-Curtis-St-Berkeley-CA/38196798/,https://images1.loopnet.com/i2/YvMY1UWQbI-3rLPGMcN4aeD4y9x1IcRNvuGkM1kZFxw/115/multifamily-property-for-sale-1728-curtis-st-berkeley-ca-94702.jpg,https://images1.loopnet.com/i2/pgEJkT0kYSpNct_k-fBk-pwTM6cmHYdCPR3LuzrAWDc/105/image.jpg,1728 Curtis St,Curtis Street 8-Unit Apartments,"Berkeley, CA 94702","$2,150,000",4.90% Cap Rate,8 Unit Apartment Building,
https://www.loopnet.com/Listing/22032-Arbor-Ave-Hayward-CA/38192700/,https://images1.loopnet.com/i2/aTUhgAi97Byfzf-n0NTS2aJdrbKQda7VaP6MxqxJ6Aw/115/multifamily-property-for-sale-22032-arbor-ave-hayward-ca-94541.jpg,https://images1.loopnet.com/i2/omd-c8PRl8RwFzUutW7SBc0BRTYvpuS7wyskyRAxQ3w/105/image.png,22032 Arbor Ave,Arbor Apartments,"Hayward, CA 94541","$5,850,000",6.27% Cap Rate,18 Unit Apartment Building,
https://www.loopnet.com/Listing/2451-Le-Conte-Ave-Berkeley-CA/38189634/,https://images1.loopnet.com/i2/DlO_9Kpx1XTlTJ2YT5kOGLFt03Ag2cTQsQu2NNMQL5c/115/multifamily-property-for-sale-2451-le-conte-ave-berkeley-ca-94709.jpg,https://images1.loopnet.com/i2/ujcHlkMJN-iWL5DNSy12F_RyJ9C8R4ahTwFK3mdZMZM/105/image.png,2451 Le Conte Ave,24 Value-Add unit Trophy Asset,"Berkeley, CA 94709","$5,750,000",5.81% Cap Rate,24 Unit Apartment Building,
https://www.loopnet.com/Listing/316-12th-St-Oakland-CA/38183644/,https://images1.loopnet.com/i2/Qw1MGid1W9cR1J4Vgi_W8pe_1H9xFQOs8ghjuVJr1Bg/115/multifamily-property-for-sale-316-12th-st-oakland-ca-94607.jpg,https://images1.loopnet.com/i2/bXCGlp-c1lEo8-WVXk2e_V27iDUJ1Zs5B7xIr5NBlPE/105/image.jpg,316 12th St,,"Oakland, CA 94607","$8,000,000",8.83% Cap Rate,27 Unit Apartment Building,
https://www.loopnet.com/Listing/150-Gateway-Ct-Stockton-CA/38174833/,https://images1.loopnet.com/i2/DgzDjxftmIGMWVML5azh40lt0xVCmO_HscwDw5lxXlo/115/multifamily-property-for-sale-150-gateway-ct-stockton-ca-95207.jpg,https://images1.loopnet.com/i2/AkDe-FU_dZ3WmFkhzaoPLPZGk-aIjquhAUOb1fu5Irk/105/image.png,150 Gateway Ct,The Gateway Apartments,"Stockton, CA 95207","$4,635,000",7.06% Cap Rate,31 Unit Apartment Building,
https://www.loopnet.com/Listing/121-Lorton-Ave-Burlingame-CA/38163936/,https://images1.loopnet.com/i2/f3lgjpC8a4mK8I6sojAGgYB5drTRdyKwpca6Hr25Gg0/115/multifamily-property-for-sale-121-lorton-ave-burlingame-ca-94010.jpg,https://images1.loopnet.com/i2/AkDe-FU_dZ3WmFkhzaoPLPZGk-aIjquhAUOb1fu5Irk/105/image.png,121 Lorton Ave,,"Burlingame, CA 94010","$4,950,000",3.00% Cap Rate,9 Unit Apartment Building,
https://www.loopnet.com/Listing/2093-Mount-Diablo-St-Concord-CA/38159385/,https://images1.loopnet.com/i2/A1Fak8WI9vfQICpasUZXkKcFiLYYqtxJQHv2pDsJv_U/115/multifamily-property-for-sale-2093-mount-diablo-st-concord-ca-94520.jpg,https://images1.loopnet.com/i2/AkDe-FU_dZ3WmFkhzaoPLPZGk-aIjquhAUOb1fu5Irk/105/image.png,2093 Mount Diablo St,The Gardens,"Concord, CA 94520","$3,770,000",5.41% Cap Rate,14 Unit Apartment Building,
https://www.loopnet.com/Listing/101-De-Force-Ave-Lodi-CA/38157158/,https://images1.loopnet.com/i2/lfjNCL4AGtaQgXMCGgVVKTYkl1uNBNrOfen2zWJUqHs/115/multifamily-property-for-sale-101-de-force-ave-lodi-ca-95240.png,https://images1.loopnet.com/i2/AkDe-FU_dZ3WmFkhzaoPLPZGk-aIjquhAUOb1fu5Irk/105/image.png,101 De Force Ave,The De Force Apartments,"Lodi, CA 95240","$950,000",6.03% Cap Rate,7 Unit Apartment Building,
https://www.loopnet.com/Listing/736-14th-St-San-Francisco-CA/38145422/,https://images1.loopnet.com/i2/km2_q_MHhLf1XqVq5kk_YUYr8epWs9WZktfZShnGNzg/115/multifamily-property-for-sale-736-14th-st-san-francisco-ca-94114.jpg,https://images1.loopnet.com/i2/omd-c8PRl8RwFzUutW7SBc0BRTYvpuS7wyskyRAxQ3w/105/image.png,736 14th St,,"San Francisco, CA 94114","$2,780,000",6.29% Cap Rate,6 Unit Apartment Building,
https://www.loopnet.com/Listing/1817-6th-St-Berkeley-CA/38143375/,https://images1.loopnet.com/i2/h2ePZ8tfe01bwo9UeW2t71NdifeoNEq0VpZoIV3PowM/115/multifamily-property-for-sale-1817-6th-st-berkeley-ca-94710.jpg,https://images1.loopnet.com/i2/sB0LXQClhmu4B-2lhQL5b0ZDChuKpKRtJRkqRPz4yIM/105/image.jpg,1817 6th St,,"Berkeley, CA 94710","$2,145,000",6.61% Cap Rate,4 Unit Apartment Building,
https://www.loopnet.com/Listing/1921-Dwight-Way-Berkeley-CA/38140333/,https://images1.loopnet.com/i2/TNizxkHga591_sf-PObve_Q2wQOaouc_eEsu-Sddf-E/115/multifamily-property-for-sale-1921-dwight-way-berkeley-ca-94704.jpg,https://images1.loopnet.com/i2/sB0LXQClhmu4B-2lhQL5b0ZDChuKpKRtJRkqRPz4yIM/105/image.jpg,1921 Dwight Way,,"Berkeley, CA 94704","$1,195,000",3.76% Cap Rate,2 Unit Apartment Building,
https://www.loopnet.com/Listing/2320-P-St-Sacramento-CA/38121226/,https://images1.loopnet.com/i2/BJOLbUVyTDCY3q_CDsEHpgbrW7k64ODAnBHUdcocwZg/115/multifamily-property-for-sale-2320-p-st-sacramento-ca-95816.jpg,https://images1.loopnet.com/i2/27VW9_CWqG1IiMAbtyFP7HNfVPKombQi6fXuFRmexhk/105/image.jpg,2320 P St,Sutter House,"Sacramento, CA 95816","$7,800,000",5.42% Cap Rate,34 Unit Apartment Building,
https://www.loopnet.com/Listing/1522-Hudson-St-Redwood-City-CA/38120456/,https://images1.loopnet.com/i2/CaUHFmu-K4kbyfodaFQXvQSn9DpVsQW8wUKnibX_lI0/115/specialty-property-for-sale-1522-hudson-st-redwood-city-ca-94061.jpg,https://images1.loopnet.com/i2/jnY0IE0uD_W2EFAPyjAFZ4A9Z5FLuWeEdf6lhbD_ink/105/image.jpg,1522 Hudson St,,"Redwood City, CA 94061","$1,499,995",5.00% Cap Rate,Residential Income,
https://www.loopnet.com/Listing/423-433-S-Van-Ness-Ave-San-Francisco-CA/38118355/,https://images1.loopnet.com/i2/Q06Yi4crXsn1MSyOK2KKakiNA_0nftDsD3QAinhAb4U/115/multifamily-property-for-sale-423-433-s-van-ness-ave-san-francisco-ca-94103.jpg,https://images1.loopnet.com/i2/l-eZuD7YxgyQG11V50enssymMRUxY3OX21h53VZTfy4/105/image.jpg,423-433 S Van Ness Ave,,"San Francisco, CA 94103","$2,695,000",7.92% Cap Rate,6 Unit Apartment Building,
https://www.loopnet.com/Listing/603-22nd-St-Oakland-CA/38117746/,https://images1.loopnet.com/i2/rfrDaoFLhvE-OfHR02KshZyGM_PUA5o9jYF3rW959ZM/115/multifamily-property-for-sale-603-22nd-st-oakland-ca-94612.jpg,https://images1.loopnet.com/i2/53js0WhJTcCCLBPGHPZMVy0lKwkHCn2y1N3zlheanAo/105/image.png,603 22nd St,,"Oakland, CA 94612","$2,950,000",5.49% Cap Rate,9 Unit Apartment Building,
https://www.loopnet.com/Listing/The-Wainwright-Apartments/38114451/,https://images1.loopnet.com/i2/kIrDXagaucS-NYd0N9Yhr3GdNgWSWSo3YVI1UbVYfGo/115/the-wainwright-apartments-multifamily-property-for-sale-berkeley-ca.jpg,https://images1.loopnet.com/i2/msQMY7Ta9XOVQZ9rLtMlWCwvnYI0sw9ym_KftZXPZhc/105/image.jpg,The Wainwright Apartments,,,"$5,000,000",,6 Multifamily Properties,
https://www.loopnet.com/Listing/15609-Ronda-St-San-Lorenzo-CA/38103316/,https://images1.loopnet.com/i2/EoWCbrMA-8YzwXrxdZrMbLtfcQudNa0x9DjhubBh0U4/115/multifamily-property-for-sale-15609-ronda-st-san-lorenzo-ca-94580.jpg,https://images1.loopnet.com/i2/5yTbgcLhsnnByY_OAAn2DygZwQLNGN3vPLx_ln2g3A8/105/image.jpg,15609 Ronda St,,"San Lorenzo, CA 94580","$2,100,000",4.61% Cap Rate,7 Unit Apartment Building,
https://www.loopnet.com/Listing/1817-W-St-Sacramento-CA/38088988/,https://images1.loopnet.com/i2/Ha2KE-M1X-jj_Ylonief7Kqrb2pvp7SgwuWzHQYaZ9M/115/multifamily-property-for-sale-1817-w-st-sacramento-ca-95818.jpg,https://images1.loopnet.com/i2/QJIjx1zh5DIup3ZZZQVi9_wgzi4cXJmlyDZkaK65QaA/105/image.jpg,1817 W St,,"Sacramento, CA 95818","$1,590,000",5.07% Cap Rate,8 Unit Apartment Building,
https://www.loopnet.com/Listing/1964-1966-Union-St-San-Francisco-CA/38086353/,https://images1.loopnet.com/i2/LOnsJTWRBI8nrjsblP13nZAeqRA8aLDd-fUZ_TFY8cQ/115/multifamily-property-for-sale-1964-1966-union-st-san-francisco-ca-94123.jpg,https://images1.loopnet.com/i2/omd-c8PRl8RwFzUutW7SBc0BRTYvpuS7wyskyRAxQ3w/105/image.png,1964-1966 Union St,,"San Francisco, CA 94123","$2,800,000",4.64% Cap Rate,3 Unit Apartment Building,
https://www.loopnet.com/Listing/1405-Merced-St-Richmond-CA/38076380/,https://images1.loopnet.com/i2/IsrLqOfcQI2md-CdSqQAp0Rgy8yHXmj_kwH7Orlv9ZM/115/flex-property-for-sale-1405-merced-st-richmond-ca-94804.jpg,,1405 Merced St,,"Richmond, CA 94804","$1,850,000",,1 Unit Available,"4,265 SF"
https://www.loopnet.com/Listing/2275-California-St-San-Francisco-CA/38076223/,https://images1.loopnet.com/i2/unyg0XsfsiRxIMZx9pje7px9PV1O_pSIsN3zbmBJkeM/115/multifamily-property-for-sale-2275-california-st-san-francisco-ca-94115.jpg,https://images1.loopnet.com/i2/mxgsmfug4nL6xrvlGKh81vCqEraIfSsgQHp9cj_Ferc/105/image.jpg,2275 California St,,"San Francisco, CA 94115","$2,995,000",5.02% Cap Rate,3 Unit Apartment Building,
https://www.loopnet.com/Listing/262-Hanover-Ave-Oakland-CA/38072644/,https://images1.loopnet.com/i2/REt_NQcTARMh6lhckFh9j9TYWNsZucttnf0oLYIOgxc/115/multifamily-property-for-sale-262-hanover-ave-oakland-ca-94606.jpg,https://images1.loopnet.com/i2/53js0WhJTcCCLBPGHPZMVy0lKwkHCn2y1N3zlheanAo/105/image.png,262 Hanover Ave,UNDER CONTRACT,"Oakland, CA 94606","$1,575,000",5.54% Cap Rate,6 Unit Apartment Building,
https://www.loopnet.com/Listing/1254-E-12th-St-Oakland-CA/38068362/,https://images1.loopnet.com/i2/ZKPX_BjC1cwBNn3oznoVig1FmdQx9gGNIUumwQprG90/115/multifamily-property-for-sale-1254-e-12th-st-oakland-ca-94606.jpg,https://images1.loopnet.com/i2/cItGDEXQkyqUcaiAMQmcQXHn807_Qh7Z0NmYeivsnwk/105/image.jpg,1254 E 12th St,,"Oakland, CA 94606","$1,700,000",7.00% Cap Rate,6 Unit Apartment Building,
https://www.loopnet.com/Listing/3723-Jasmine-St-Sacramento-CA/38058960/,https://images1.loopnet.com/i2/ZVA7omZa84MHhbVy5ub97nG2gBoDU_XnwHiL7VX37TY/115/multifamily-property-for-sale-3723-jasmine-st-sacramento-ca-95838.jpg,https://images1.loopnet.com/i2/q_rJdlhE7hkq42gW5A2DjnEa0MAEy_qrbrX_m-uf82o/105/image.jpg,3723 Jasmine St,"$120,000 Unit | 7.90% CAP | $350,000 CAPEX","Sacramento, CA 95838","$1,200,000",7.90% Cap Rate,10 Unit Apartment Building,
https://www.loopnet.com/Listing/110-Hilborn-Ave-Vallejo-CA/38057441/,https://images1.loopnet.com/i2/2ksurUf12AWvi9NLyqYe2sELZc6kq93jJdbIbflYTmM/115/multifamily-property-for-sale-110-hilborn-ave-vallejo-ca-94590.jpg,https://images1.loopnet.com/i2/q_rJdlhE7hkq42gW5A2DjnEa0MAEy_qrbrX_m-uf82o/105/image.jpg,110 Hilborn Ave,,"Vallejo, CA 94590","$1,875,000",7.72% Cap Rate,9 Unit Apartment Building,
https://www.loopnet.com/Listing/1716-1732-University-Ave-Berkeley-CA/38055318/,https://images1.loopnet.com/i2/pJCSBo3B6J5a2GulGajRE5RVGzLCTaLAYqht5tgEWhI/115/multifamily-property-for-sale-1716-1732-university-ave-berkeley-ca-94703.jpg,https://images1.loopnet.com/i2/AkDe-FU_dZ3WmFkhzaoPLPZGk-aIjquhAUOb1fu5Irk/105/image.png,1716-1732 University Ave,,"Berkeley, CA 94703","$4,775,000",6.21% Cap Rate,20 Unit Apartment Building,
https://www.loopnet.com/Listing/1299-Leigh-Ave-San-Jose-CA/38029276/,https://images1.loopnet.com/i2/Yl_6TTZpItzGxRZr14li9aY02EwuJvGsjWCoV0r4V1w/115/multifamily-property-for-sale-1299-leigh-ave-san-jose-ca-95126.jpg,https://images1.loopnet.com/i2/jnpzyGwdiz7GxTBX0HNFDWAh2aFQBMMapD4KrbYOqyc/105/image.png,1299 Leigh Ave,Mission Villa Apartments,"San Jose, CA 95126","$11,350,000",5.45% Cap Rate,36 Unit Apartment Building,
https://www.loopnet.com/Listing/188-Laurel-Ave-Hayward-CA/37997495/,https://images1.loopnet.com/i2/4lv04DXbmjBLPwyyvDglTUHjCfeyNrFLe_9XSCFHM0E/115/multifamily-property-for-sale-188-laurel-ave-hayward-ca-94541.jpg,https://images1.loopnet.com/i2/A8X71awVEVDBGkVixMGEHIEFWW8B5JraHDntzP_PfEA/105/image.jpg,188 Laurel Ave,Laurel Avenue Apartments,"Hayward, CA 94541","$1,745,000",5.10% Cap Rate,7 Unit Apartment Building,
https://www.loopnet.com/Listing/1901-1911-Sonoma-Blvd-Vallejo-CA/37992714/,https://images1.loopnet.com/i2/TJ8QJqWfrPH3tHV9K-tKxnvUooeczTYj8oSp2_7a99w/115/multifamily-property-for-sale-1901-1911-sonoma-blvd-vallejo-ca-94590.jpg,https://images1.loopnet.com/i2/pgEJkT0kYSpNct_k-fBk-pwTM6cmHYdCPR3LuzrAWDc/105/image.jpg,1901-1911 Sonoma Blvd,12 Units with 3.0% Seller Financing,"Vallejo, CA 94590","$2,100,000",8.35% Cap Rate,12 Unit Apartment Building,
https://www.loopnet.com/Listing/1761-1763-16th-St-Oakland-CA/37973055/,https://images1.loopnet.com/i2/zWMK_XicasAilooP40voABOL-772gOBcAzVIy2o3aIo/115/office-retail-property-for-sale-1761-1763-16th-st-oakland-ca-94607.png,https://images1.loopnet.com/i2/hJqLKpQvAk6luNHZN9WGUj54WxiG614N-yJEUh8b8PI/105/image.jpg,1761-1763 16th St,,"Oakland, CA 94607","$308,000",,2 Units Available,879 SF
https://www.loopnet.com/Listing/155-Nova-Albion-Way-San-Rafael-CA/37965877/,https://images1.loopnet.com/i2/XevDXaUfekZVRH5KnAF48SyXHUITplhG4hN3m5cr-mc/115/multifamily-property-for-sale-155-nova-albion-way-san-rafael-ca-94903.jpg,https://images1.loopnet.com/i2/KBk64BwMmCtWEWw2GCENv1_qRoCKtDor4pKwKoo7nUo/105/image.png,155 Nova Albion Way,Alterra Apartment Homes,"San Rafael, CA 94903","$9,750,000",5.33% Cap Rate,30 Unit Apartment Building,
https://www.loopnet.com/Listing/350-Lafayette-Ave-San-Leandro-CA/37965875/,https://images1.loopnet.com/i2/JOtFvr3b1gmxpY34QzjSARvwXZzsjVyGcnz1nEccIyU/115/multifamily-property-for-sale-350-lafayette-ave-san-leandro-ca-94577.jpg,https://images1.loopnet.com/i2/QJIjx1zh5DIup3ZZZQVi9_wgzi4cXJmlyDZkaK65QaA/105/image.jpg,350 Lafayette Ave,,"San Leandro, CA 94577","$1,825,000",5.02% Cap Rate,5 Unit Apartment Building,
https://www.loopnet.com/Listing/185-Belleview-Dr-San-Leandro-CA/37965867/,https://images1.loopnet.com/i2/qdB8ZQDu59dKEliQlyDXH1fckvm1YiB7NC2JFgttewo/115/multifamily-property-for-sale-185-belleview-dr-san-leandro-ca-94577.jpg,https://images1.loopnet.com/i2/QJIjx1zh5DIup3ZZZQVi9_wgzi4cXJmlyDZkaK65QaA/105/image.jpg,185 Belleview Dr,,"San Leandro, CA 94577","$1,700,000",5.21% Cap Rate,5 Unit Apartment Building,
https://www.loopnet.com/Listing/1423-1425-Foothill-Calistoga-CA/37962423/,https://images1.loopnet.com/i2/U1fcaPuDEumaou2zoM_cYmX3dZ_xgwINhu1DucIUzSU/115/multifamily-property-for-sale-1423-1425-foothill-calistoga-ca-94515.jpg,https://images1.loopnet.com/i2/nxSbfiBEBlzvfdNJrqwsbdJuvZofg3GWhKnCJNGrowE/105/image.jpg,1423-1425 Foothill,Foothill Boulevard Cove,"Calistoga, CA 94515","$1,950,000",,5 Unit Apartment Building,"2,491 SF"
https://www.loopnet.com/Listing/28222-Lustig-Ct-Hayward-CA/37962376/,https://images1.loopnet.com/i2/_NGpWRQ7_xW_VaR3kEWx9TwtXKAALwrxVwVSxxd3W_0/115/multifamily-property-for-sale-28222-lustig-ct-hayward-ca-94544.jpg,https://images1.loopnet.com/i2/pgEJkT0kYSpNct_k-fBk-pwTM6cmHYdCPR3LuzrAWDc/105/image.jpg,28222 Lustig Ct,Parkview Townhomes,"Hayward, CA 94544","$9,795,000",6.90% Cap Rate,24 Unit Apartment Building,
https://www.loopnet.com/Listing/1439-38th-Ave-Oakland-CA/37956282/,https://images1.loopnet.com/i2/8BwGD9N7QWk1_Ub3z_DpkJzWb7L61Mp_FQsu1O5afcs/115/multifamily-property-for-sale-1439-38th-ave-oakland-ca-94601.jpg,https://images1.loopnet.com/i2/ewEUN9W8qyFC6rozBNtAQyVHdplXO1kmFD6ZdDKuU78/105/image.jpg,1439 38th Ave,MULTIFAMILY PROPERTY FOR SALE,"Oakland, CA 94601","$985,000",,3 Unit Apartment Building,"1,933 SF"
https://www.loopnet.com/Listing/22-S-Lake-Dr-Antioch-CA/37953522/,https://images1.loopnet.com/i2/mUM7kc9y6tFsjUv6OLMDOvMSCHD3D-dBhrXEomGRwiI/115/multifamily-property-for-sale-22-s-lake-dr-antioch-ca-94509.png,https://images1.loopnet.com/i2/pgEJkT0kYSpNct_k-fBk-pwTM6cmHYdCPR3LuzrAWDc/105/image.jpg,22 S Lake Dr,Fully Remodeled Antioch Fourplex,"Antioch, CA 94509","$1,250,000",5.16% Cap Rate,4 Unit Apartment Building,
https://www.loopnet.com/Listing/940-York-St-Vallejo-CA/37936795/,https://images1.loopnet.com/i2/TUluC0ohEzNyO6nOpz6UHgNcA7GTJ5WIhlMnYDpDQNo/115/multifamily-property-for-sale-940-york-st-vallejo-ca-94590.jpg,https://images1.loopnet.com/i2/9sBtN6KomcWOgziYwy3s1oIWuT0FuPxDrC35v2YzJT0/105/image.png,940 York St,,"Vallejo, CA 94590","$998,000",7.36% Cap Rate,3 Unit Apartment Building,
https://www.loopnet.com/Listing/190-Evandale-Ave-Mountain-View-CA/37930971/,https://images1.loopnet.com/i2/CQ5cveBYHv9umvkiLWa5HkdeJdA0iXtFb4lDO02IDe8/115/multifamily-property-for-sale-190-evandale-ave-mountain-view-ca-94043.png,https://images1.loopnet.com/i2/QJIjx1zh5DIup3ZZZQVi9_wgzi4cXJmlyDZkaK65QaA/105/image.jpg,190 Evandale Ave,Nederland Apartments,"Mountain View, CA 94043","$7,850,000",4.78% Cap Rate,19 Unit Apartment Building,
https://www.loopnet.com/Listing/667-10th-St-Oakland-CA/37918806/,https://images1.loopnet.com/i2/hBMWkxZAG4DK69_yaYb-xhNnzGTLWJW_NvZGjGPx5TI/115/multifamily-property-for-sale-667-10th-st-oakland-ca-94607.png,https://images1.loopnet.com/i2/pgEJkT0kYSpNct_k-fBk-pwTM6cmHYdCPR3LuzrAWDc/105/image.jpg,667 10th St,4-units w/ Seller Financing & 1 Vacant Unit,"Oakland, CA 94607","$995,000",6.40% Cap Rate,4 Unit Apartment Building,
https://www.loopnet.com/Listing/22774-4th-St-Hayward-CA/37905607/,https://images1.loopnet.com/i2/azsOVOZfdE0gTHL1uIOgQ1U0MeiVpYzKZ9SgOo9-nfg/115/multifamily-property-for-sale-22774-4th-st-hayward-ca-94541.jpg,https://images1.loopnet.com/i2/2CUu1P40aU96-XcbGC2jGYrinu98_eD-_2_f4hioyEw/105/image.jpg,22774 4th St,,"Hayward, CA 94541","$1,650,000",5.96% Cap Rate,5 Unit Apartment Building,
https://www.loopnet.com/Listing/1458-E-33rd-St-Oakland-CA/37884788/,https://images1.loopnet.com/i2/1dSlvmT0CW7qJeGOSm0mFnUKqGEZeZheD5ySwFY2IYg/115/multifamily-property-for-sale-1458-e-33rd-st-oakland-ca-94602.jpg,,1458 E 33rd St,Jenny Apartments,"Oakland, CA 94602","$2,778,888",,18 Unit Apartment Building,"11,123 SF"
https://www.loopnet.com/Listing/2011-Rutherford-St-Oakland-CA/37884564/,https://images1.loopnet.com/i2/1TOjQoLjkTHm2mtSgRPIHZ_RratZP99mhWCsX3uZWW8/115/multifamily-property-for-sale-2011-rutherford-st-oakland-ca-94601.jpg,https://images1.loopnet.com/i2/pgEJkT0kYSpNct_k-fBk-pwTM6cmHYdCPR3LuzrAWDc/105/image.jpg,2011 Rutherford St,,"Oakland, CA 94601","$1,250,000",7.10% Cap Rate,10 Unit Apartment Building,
https://www.loopnet.com/Listing/2244-12th-Ave-Oakland-CA/37861878/,https://images1.loopnet.com/i2/zN2YIX6Y58CCZkrq1W9Ssyz-8iPD-lulDIy3Yk0fCjY/115/multifamily-property-for-sale-2244-12th-ave-oakland-ca-94606.jpg,https://images1.loopnet.com/i2/QqcUsVDwj0AsUUMua9eIbDjDtd2VRgiga4DU0qD2lMc/105/image.jpg,2244 12th Ave,7 Unit in Clinton / Bella Vista Neighborhood,"Oakland, CA 94606","$1,350,000",6.71% Cap Rate,7 Unit Apartment Building,
https://www.loopnet.com/Listing/17-Roque-Moraes-Ct-Mill-Valley-CA/37861860/,https://images1.loopnet.com/i2/y5xzjdB5qermKOWgzPFffN_bycXpB2HYXdjJH3BDq5c/115/multifamily-property-for-sale-17-roque-moraes-ct-mill-valley-ca-94941.jpg,https://images1.loopnet.com/i2/y3G_SYoLAf-tWM9PHRqrxaxrfvr92eYp0Ura5yxoSm8/105/image.jpg,17 Roque Moraes Ct,,"Mill Valley, CA 94941","$2,750,000",4.61% Cap Rate,6 Unit Apartment Building,
https://www.loopnet.com/Listing/1626-1654-Dwight-Way-Berkeley-CA/37859089/,https://images1.loopnet.com/i2/iGiNY7tsGjnGblJtkil5QNCxWL4uUmp-eMMA8jDu9CQ/115/multifamily-property-for-sale-1626-1654-dwight-way-berkeley-ca-94703.jpg,https://images1.loopnet.com/i2/FPrDeLksGT1a1b7FU9_0bZe33BIRJyOkCyLKC_p1Xnw/105/image.jpg,1626-1654 Dwight Way,,"Berkeley, CA 94703","$6,499,000",4.57% Cap Rate,21 Unit Apartment Building,
https://www.loopnet.com/Listing/1140-El-Camino-Real-Burlingame-CA/37847823/,https://images1.loopnet.com/i2/QvRp1uW1zixBPfWsHU0ylXk_WFpWGl9cn3Yaj_NQMnw/115/multifamily-property-for-sale-1140-el-camino-real-burlingame-ca-94010.jpg,https://images1.loopnet.com/i2/AkDe-FU_dZ3WmFkhzaoPLPZGk-aIjquhAUOb1fu5Irk/105/image.png,1140 El Camino Real,A+ Broadway Burlingame Location-HUGE Upside!!,"Burlingame, CA 94010","$2,995,000",3.74% Cap Rate,6 Unit Apartment Building,
https://www.loopnet.com/Listing/1360-Berkeley-Way-Berkeley-CA/37843269/,https://images1.loopnet.com/i2/sC3yEUErDSgYfpy8KreScYEsxNMkpNLJmsP9sDHWkoU/115/multifamily-property-for-sale-1360-berkeley-way-berkeley-ca-94702.jpg,https://images1.loopnet.com/i2/FPrDeLksGT1a1b7FU9_0bZe33BIRJyOkCyLKC_p1Xnw/105/image.jpg,1360 Berkeley Way,,"Berkeley, CA 94702","$5,499,000",6.54% Cap Rate,19 Unit Apartment Building,
