"placard-pseudo href","company-logo src","image-hide src","header-col","subtitle-beta","subtitle-beta href","data-points-2c","data-points-2c 2","data-points-2c 3","subtitle-alpha","subtitle-alpha href"
"https://www.loopnet.com/Listing/4110-4118-Judah-St-San-Francisco-CA/37262038/","","https://images1.loopnet.com/i2/nlOU8UBsPBJOHolx0lbYj9Mj3HGkSMlKUh3w728Dljk/115/specialty-property-for-sale-4110-4118-judah-st-san-francisco-ca-94122.jpg","4110-4118 Judah St","San Francisco, CA 94122","https://www.loopnet.com/Listing/4110-4118-Judah-St-San-Francisco-CA/37262038/","$3,795,000","Religious Facility","8,250 SF","",""
"https://www.loopnet.com/Listing/Mission-St-Portfolio/37029704/","","https://images1.loopnet.com/i2/bIKRW1VOHfJHcsijeerQ6lJbteDXygcMDzwaUXSLIFk/115/mission-st-portfolio-for-sale-san-francisco-ca.jpg","Mission St Portfolio","","","$4,500,000","4 Properties | Mixed Types","","",""
"https://www.loopnet.com/Listing/2301-2323-Noriega-St-San-Francisco-CA/36998113/","","https://images1.loopnet.com/i2/BxC-EJEbG7zpfYd6vT2WU_30JfgxRpSlhdzmtHG_uqk/115/office-medical-property-for-sale-2301-2323-noriega-st-san-francisco-ca-94122.jpg","2301-2323 Noriega St","San Francisco, CA 94122","https://www.loopnet.com/Listing/2301-2323-Noriega-St-San-Francisco-CA/36998113/","$325,000","1 Unit Available","465 SF Unit","",""
"https://www.loopnet.com/Listing/555-4th-St-San-Francisco-CA/35970083/","","https://images1.loopnet.com/i2/tJOQUrL1eywyT_4K7INqnwozG4kUaIPkUdkfAQkmatw/115/specialty-property-for-sale-555-4th-st-san-francisco-ca-94107.jpg","555 4th St","San Francisco, CA 94107","https://www.loopnet.com/Listing/555-4th-St-San-Francisco-CA/35970083/","$3,200,000","Parking Garage","5,000 SF","Parking @ The Palms","https://www.loopnet.com/Listing/555-4th-St-San-Francisco-CA/35970083/"
"https://www.loopnet.com/Listing/325-Fremont-St-San-Francisco-CA/35831347/","","https://images1.loopnet.com/i2/EQKix5lFjHIBnrSPtD1VjbdotWJicD3hW57V5nM-fVw/115/land-property-for-sale-325-fremont-st-san-francisco-ca-94105.jpg","325 Fremont St","San Francisco, CA 94105","https://www.loopnet.com/Listing/325-Fremont-St-San-Francisco-CA/35831347/","$15,000,000","1 Residential Income Lot","0.15 AC Lot","",""
"https://www.loopnet.com/Listing/Units-1-2/35685783/","","https://images1.loopnet.com/i2/G2jjx1aLIj2fkA8TigJanmwTaDSdX2T79jCnOqVJpV0/115/units-1-and-2-retail-property-for-sale-san-francisco-ca.jpg","Units 1 & 2","","","$4,000,000","2 Multifamily Properties","","",""
"https://www.loopnet.com/Listing/428-3rd-St-San-Francisco-CA/34867116/","","https://images1.loopnet.com/i2/j3TKCXlKgHt3R-0jSXz4CxIg6D_hL053vC8qfh-pRZk/115/flex-property-for-sale-428-3rd-st-san-francisco-ca-94107.jpg","428 3rd St","San Francisco, CA 94107","https://www.loopnet.com/Listing/428-3rd-St-San-Francisco-CA/34867116/","$5,650,000","11,518 SF Flex Building","Built in 1917","",""
"https://www.loopnet.com/Listing/1391-Haight-St-San-Francisco-CA/33552572/","","https://images1.loopnet.com/i2/7h5R9W0JpMbmz3qeA2bmyuKB4riUqIIKw48FW3rAHH8/115/retail-property-for-sale-1391-haight-st-san-francisco-ca-94117.jpg","1391 Haight St","San Francisco, CA 94117","https://www.loopnet.com/Listing/1391-Haight-St-San-Francisco-CA/33552572/","$3,698,000","4.52% Cap Rate","4,924 SF Retail Building","",""
"https://www.loopnet.com/Listing/568-Folsom-St-San-Francisco-CA/26732197/","","https://images1.loopnet.com/i2/gvhBV7ywc4HelycaOY_zeW_OjmrlBcaR09AiA_3_XbY/115/multifamily-property-for-sale-568-folsom-st-san-francisco-ca-94105.jpg","568 Folsom St","San Francisco, CA 94105","https://www.loopnet.com/Listing/568-Folsom-St-San-Francisco-CA/26732197/","$2,450,000","6.74% Cap Rate","6 Unit Apartment Building","",""
"https://www.loopnet.com/Listing/566-Folsom-St-San-Francisco-CA/26732060/","","https://images1.loopnet.com/i2/mR_ICnJBamuVRj3G6NfFuOzospA9an_IWJ37gip6KBE/115/flex-property-for-sale-566-folsom-st-san-francisco-ca-94105.png","566 Folsom St","San Francisco, CA 94105","https://www.loopnet.com/Listing/566-Folsom-St-San-Francisco-CA/26732060/","$2,450,000","2.99% Cap Rate","2,925 SF Flex Building","",""
"https://www.loopnet.com/Listing/3435-Sacramento-St-San-Francisco-CA/38816872/","","https://images1.loopnet.com/i2/nCFDF0VsClPKSaGSwagUHPMhLqR1N1X5RqaJiUceAG4/115/retail-property-for-sale-3435-sacramento-st-san-francisco-ca-94118.jpg","3435 Sacramento St","San Francisco, CA 94118","https://www.loopnet.com/Listing/3435-Sacramento-St-San-Francisco-CA/38816872/","1 Unit Available","2,000 SF Unit","2,000 SF  Building","",""
"https://www.loopnet.com/Listing/1600-Market-St-San-Francisco-CA/38657517/","","https://images1.loopnet.com/i2/3Z7BHtU75P6tmWbniMKTvbR_eTZxghkZG2nXZX6HNA0/115/office-medical-property-for-sale-1600-market-st-san-francisco-ca-94102.jpg","1600 Market St","San Francisco, CA 94102","https://www.loopnet.com/Listing/1600-Market-St-San-Francisco-CA/38657517/","1 Unit Available","3,473 SF Unit","25,000 SF Apartment Building","",""
"https://www.loopnet.com/Listing/220-290-San-Bruno-Avenue/36129753/","","https://images1.loopnet.com/i2/FTBLwwzJQcDdzlBBo2oLt4L71TbOqCRJ7chdUVF2D0A/115/220-290-san-bruno-avenue-for-sale-san-francisco-ca.jpg","220-290 San Bruno Avenue","","","2 Properties | Mixed Types","","","",""
"https://www.loopnet.com/Listing/500-Brannan-St-San-Francisco-CA/35923187/","","https://images1.loopnet.com/i2/gMwLZywjtxA_MtMPU7hfcamzoqaT_K0bajk7gswsd6U/115/retail-property-for-sale-500-brannan-st-san-francisco-ca-94107.png","500 Brannan St","San Francisco, CA 94107","https://www.loopnet.com/Listing/500-Brannan-St-San-Francisco-CA/35923187/","2,395 SF Retail Building","Built in 1906","Investment Opportunity","Marlowe","https://www.loopnet.com/Listing/500-Brannan-St-San-Francisco-CA/35923187/"
"https://www.loopnet.com/Listing/40-Jessie-St-San-Francisco-CA/34808283/","","https://images1.loopnet.com/i2/VluiXD1TIDwP608YYM5e6uZT2HBTKsfPH4DDqyGMqpY/115/office-property-for-sale-40-jessie-st-san-francisco-ca-94105.jpg","40 Jessie St","San Francisco, CA 94105","https://www.loopnet.com/Listing/40-Jessie-St-San-Francisco-CA/34808283/","49,560 SF Office Building","Built in 1913","Investment Opportunity","",""
"https://www.loopnet.com/Listing/2288-2298-Lombard-St-San-Francisco-CA/33993481/","","https://images1.loopnet.com/i2/J3_dF-PWwZL0q3-1nl_VPB71Vi5i3xhjZbLlQULsV4o/115/retail-property-for-sale-2288-2298-lombard-st-san-francisco-ca-94123.jpg","2288-2298 Lombard St","San Francisco, CA 94123","https://www.loopnet.com/Listing/2288-2298-Lombard-St-San-Francisco-CA/33993481/","1 Unit Available","2,416 SF Unit","23,639 SF Apartment Building","",""
"https://www.loopnet.com/Listing/5515-5517-Geary-Blvd-San-Francisco-CA/31365756/","","https://images1.loopnet.com/i2/cvXLplpEHYkkQ1oMCTGubv94tmmYcSncVElaPXYO4dQ/115/office-property-for-sale-5515-5517-geary-blvd-san-francisco-ca-94121.jpg","5515-5517 Geary Blvd","San Francisco, CA 94121","https://www.loopnet.com/Listing/5515-5517-Geary-Blvd-San-Francisco-CA/31365756/","5,513 SF Office Building","Built in 1916","0.07 AC Lot","",""
"https://www.loopnet.com/Listing/135-Hyde-St-San-Francisco-CA/29919678/","","https://images1.loopnet.com/i2/EsMdBeuflwYi4q5jwws146eqC2stP7svZhw6JjTZFx8/115/industrial-property-for-sale-135-hyde-st-san-francisco-ca-94102.png","135 Hyde St","San Francisco, CA 94102","https://www.loopnet.com/Listing/135-Hyde-St-San-Francisco-CA/29919678/","4,950 SF Industrial Building","Built in 1920","0.17 AC Lot","",""
"https://www.loopnet.com/Listing/3605-3611-Buchanan-St-San-Francisco-CA/28865133/","","https://images1.loopnet.com/i2/U7x137HWEBcbYU370MUuCua_ZVesLwISACYo3IZVEyg/115/retail-property-for-sale-3605-3611-buchanan-st-san-francisco-ca-94123.jpg","3605-3611 Buchanan St","San Francisco, CA 94123","https://www.loopnet.com/Listing/3605-3611-Buchanan-St-San-Francisco-CA/28865133/","1 Unit Available","1,081 SF Unit","14,536 SF Storefront Retail/Residential Building","Ashford Place","https://www.loopnet.com/Listing/3605-3611-Buchanan-St-San-Francisco-CA/28865133/"
